,Carrosserie,Code_vehicule,Alimentation,Boite_vitesse,Date_debut_comerc,Date_fin_comerc,Groupe_vehicule,Classe_vehicule,Puissance_vehicule
48333,BERLINE,RE87029,EL,V,3042018,,27,N,1.0
48334,BERLINE,VO32274,GO,A,2112012,15042013.0,36,P,13.0
48335,BERLINE,AU17064,GO,A,1062006,7122009.0,39,HC,23.0
48336,BERLINE,RE66191,GO,M,15122003,18072005.0,29,J,5.0
48337,BERLINE,FO28631,ES,M,1012016,14052018.0,40,O,24.0
48338,BERLINE,FO07090,ES,A,1983,1984.0,29,G,8.0
48339,BERLINE,SK12075,ES,S,1052015,1012016.0,32,K,6.0
48340,BERLINE,MI04025,GO,M,2032009,22022010.0,33,L,8.0
48341,MONOSPACE,NA37006,ES,M,1012006,2052008.0,30,J,7.0
48342,BERLINE,TO27007,GO,M,1998,1072000.0,31,J,6.0
48343,BERLINE,FO13057,ES,M,1988,1988.0,31,H,
48344,AUTRE,AR24046,ES,M,5072003,1122005.0,32,K,8.0
48345,BERLINE,BM26029,ES,A,1999,1042000.0,37,Q,13.0
48346,BERLINE,PE50048,ES,M,4052015,4072016.0,27,G,3.0
48347,BERLINE,BM69463,ES,M,1032015,1072015.0,33,L,7.0
48348,CABRIOLET,ME39721,ES,A,8042011,22032013.0,37,R,12.0
48349,CABRIOLET,BM71458,GO,A,1032017,,38,R,15.0
48350,BERLINE,FI26363,ES,M,27092012,3062014.0,29,H,5.0
48351,BERLINE,FO26027,ES,M,1062006,1102008.0,28,E,5.0
48352,BERLINE,VW45108,ES,S,1032011,1032012.0,29,I,5.0
48353,BERLINE,ME49238,GO,M,1062011,15062012.0,29,K,5.0
48354,MONOSPACE,BM73550,GO,M,1022018,,34,P,8.0
48355,BERLINE,SE02949,ES,S,4102013,12052015.0,31,I,6.0
48356,BERLINE,SE17235,ES,M,1062017,,31,H,6.0
48357,BERLINE,SK07385,GO,M,3032015,7122015.0,30,I,4.0
48358,BERLINE,VW49006,ES,M,5112012,24042014.0,33,M,7.0
48359,CABRIOLET,AU18956,ES,A,6122007,23042009.0,38,S,18.0
48360,MONOSPACE,DC04002,ES,M,14032012,5112013.0,29,E,6.0
48361,BERLINE,AU19819,GO,S,31072014,4122014.0,35,O,10.0
48362,BERLINE,CI59023,GO,M,1042011,1092011.0,31,L,6.0
48363,BERLINE,OP16027,ES,M,1990,1992.0,34,N,10.0
48364,AUTRE,OP34203,GO,A,10012013,16092013.0,34,P,10.0
48365,BERLINE,OP16080,GO,M,1994,1995.0,30,K,5.0
48366,BERLINE,OP16011,ES,A,1991,1991.0,30,J,7.0
48367,BERLINE,PE32300,ES,M,28022005,4042005.0,29,I,6.0
48368,BERLINE,BM27106,ES,A,1032005,20032006.0,38,R,17.0
48369,COUPE,BM59848,ES,A,22092009,30032010.0,35,Q,10.0
48370,MONOSPACE,VW36013,ES,M,16032005,1122005.0,29,I,6.0
48371,BERLINE,VW45111,GO,M,1032011,1032012.0,30,H,5.0
48372,BERLINE,SE02528,GO,M,1072007,1052008.0,30,G,4.0
48373,CABRIOLET,BM73104,ES,M,1112014,1072016.0,36,O,11.0
48374,BERLINE,OP17201,ES,M,1999,1999.0,31,I,7.0
48375,CABRIOLET,BM53024,ES,A,14052009,2072012.0,36,Q,13.0
48376,LUDOSPACE,RE55164,GO,M,18072005,4092006.0,27,H,5.0
48377,BERLINE,FO09122,GO,M,1982,9999.0,29,D,8.0
48378,COUPE,BM17154,ES,M,2000,17072000.0,33,M,8.0
48379,BERLINE,VW04086,GO,M,1985,1986.0,28,H,4.0
48380,LUDOSPACE,RE55057,ES,M,2000,2000.0,27,F,5.0
48381,BERLINE,SB01132,ES,A,1997,1997.0,32,L,9.0
48382,BERLINE,SE07007,ES,M,1992,1993.0,31,H,8.0
48383,BERLINE,RE80347,GO,S,1072015,1122015.0,31,L,5.0
48384,BERLINE,AU33680,GO,M,24042014,23042015.0,36,Q,10.0
48385,BERLINE,CI58002,ES,M,1032010,1012014.0,31,I,7.0
48386,BERLINE,PE39144,GO,M,30112009,6042010.0,30,K,5.0
48387,BERLINE,VO15029,ES,M,1994,1994.0,31,K,9.0
48388,COUPE,ME48121,GO,A,1062005,12012010.0,38,R,14.0
48389,BERLINE,CI34212,ES,M,1999,18122000.0,32,J,7.0
48390,MONOSPACE,RE81274,GO,M,1122011,4092013.0,31,M,5.0
48391,BERLINE,RO28094,GO,M,1032004,1032005.0,32,O,7.0
48392,BERLINE,CI48171,ES,M,3042017,3072017.0,28,F,4.0
48393,MONOSPACE,VW25166,GO,S,19072010,20052015.0,33,P,8.0
48394,CABRIOLET,VW02140,GO,M,1112014,20072016.0,33,N,8.0
48395,CABRIOLET,BM62014,ES,M,18032008,1032011.0,40,HC,28.0
48396,MONOSPACE,RE65101,GO,A,29052007,5012009.0,33,Q,10.0
48397,BERLINE,PE10040,GO,M,1990,1992.0,28,H,6.0
48398,LUDOSPACE,VW01037,GO,M,1012005,1012005.0,31,J,6.0
48399,COUPE,BM59187,ES,M,1092006,1092007.0,37,Q,14.0
48400,BERLINE,ME49512,GO,M,7072017,1062018.0,31,M,5.0
48401,COUPE,BM71023,ES,A,1072013,1032016.0,38,R,15.0
48402,MONOSPACE,FO35060,GO,M,1072015,4122017.0,34,N,8.0
48403,AUTRE,ME65021,GO,M,29112013,20062018.0,33,O,7.0
48404,BERLINE,VW49404,ES,M,10072015,1012016.0,34,L,8.0
48405,BERLINE,ME49059,ES,A,1032001,8012004.0,28,K,6.0
48406,BERLINE,AR20016,ES,M,1998,1998.0,32,H,7.0
48407,AUTRE,ME69049,ES,A,6032017,,37,R,15.0
48408,BERLINE,OP06182,ES,M,1992,1993.0,27,D,6.0
48409,BERLINE,PE30008,ES,M,1999,1999.0,29,F,5.0
48410,CABRIOLET,DH12003,ES,M,2072008,26012009.0,29,K,5.0
48411,LUDOSPACE,FI39277,GO,M,1012015,1062015.0,31,L,8.0
48412,BERLINE,SE02389,ES,M,1012001,1032002.0,29,F,5.0
48413,AUTRE,BM59077,ES,A,1092005,1092007.0,34,O,9.0
48414,BERLINE,RE74195,GO,M,3062013,1092014.0,34,O,9.0
48415,AUTRE,AR30068,GO,M,1062010,12092013.0,34,N,9.0
48416,BERLINE,TO03001,ES,M,1988,1990.0,33,J,9.0
48417,BERLINE,AU15478,GO,M,1102004,15092008.0,34,P,8.0
48418,BERLINE,RE60066,GO,M,1032004,17012005.0,32,M,6.0
48419,MONOSPACE,FO34108,GO,M,2012011,20032014.0,33,M,8.0
48420,BERLINE,AU28297,GO,M,1022013,19052016.0,34,N,7.0
48421,BERLINE,BM69600,GO,A,1022018,,34,O,8.0
48422,BERLINE,BM59017,ES,A,5032005,1092007.0,34,N,9.0
48423,BERLINE,VW28299,ES,M,1062003,1012004.0,29,I,5.0
48424,BERLINE,OP13222,ES,M,1999,1999.0,34,N,9.0
48425,BERLINE,DC01092,GP,M,1092010,4012011.0,28,D,4.0
48426,MONOSPACE,ME56024,GO,A,20032008,12012010.0,37,S,15.0
48427,MONOSPACE,RE53032,ES,A,1997,1998.0,30,K,9.0
48428,BERLINE,SB06005,ES,A,1092002,1072003.0,33,N,10.0
48429,BERLINE,AU37113,ES,V,8122011,23042015.0,35,O,9.0
48430,BERLINE,AU28478,GO,S,19052016,3022017.0,32,M,5.0
48431,BERLINE,HO05013,ES,M,1993,1996.0,36,R,18.0
48432,BERLINE,ME39753,ES,A,1092011,11042012.0,37,R,12.0
48433,LUDOSPACE,PE29038,ES,M,1062001,2012002.0,28,H,5.0
48434,BERLINE,FO28377,GO,S,1122007,9082010.0,31,L,7.0
48435,COUPE,ME66320,GO,A,15042016,29062018.0,36,Q,9.0
48436,PICK-UP,MI09025,GO,M,6032006,2022011.0,33,M,10.0
48437,BERLINE,FO08605,ES,M,22032010,18082014.0,27,G,4.0
48438,BERLINE,DC01183,ES,M,1072015,2112016.0,28,A,5.0
48439,BERLINE,SE12325,ES,S,23042014,1102014.0,34,L,7.0
48440,BERLINE,RE63062,GO,A,11012007,2062008.0,33,P,9.0
48441,BERLINE,TO29025,ES,V,1112017,,29,O,3.0
48442,BERLINE,VW45304,ES,M,1112014,1102017.0,28,F,4.0
48443,COUPE,RE53010,ES,M,1996,1996.0,31,I,7.0
48444,BERLINE,RE66766,ES,A,8012008,5012009.0,31,K,7.0
48445,BERLINE,VO33235,ES,M,10092010,19032015.0,35,O,10.0
48446,BERLINE,BM27004,ES,A,1993,1996.0,38,S,17.0
48447,BERLINE,PE39024,ES,M,20102007,2032009.0,31,I,6.0
48448,COUPE,RE80294,ES,M,5112013,1072015.0,32,K,7.0
48449,FOURGONNETTE,VW16047,GO,M,1991,1997.0,29,J,10.0
48450,BERLINE,FO08580,GO,M,1102008,22032010.0,30,I,5.0
48451,BERLINE,RE66705,ES,M,11012007,2102008.0,34,L,10.0
48452,MONOSPACE,CI64208,GO,A,1062016,3042018.0,32,N,6.0
48453,BERLINE,SB03047,ES,A,1092001,1072003.0,36,P,12.0
48454,MONOSPACE,RE64072,ES,M,31032006,5012009.0,34,O,11.0
48455,BERLINE,SK08333,ES,S,1062015,7062018.0,36,O,10.0
48456,BERLINE,OP13086,ES,M,1987,1990.0,33,M,10.0
48457,BERLINE,OP16197,ES,M,1999,1999.0,33,K,7.0
48458,BERLINE,AU37086,ES,M,5082011,23042015.0,35,O,9.0
48459,CABRIOLET,BM67072,GO,A,30032010,1112013.0,37,S,12.0
48460,BERLINE,BM25291,GO,A,1092007,1012010.0,36,S,12.0
48461,BERLINE,FI04058,ES,V,1993,1995.0,26,B,5.0
48462,BERLINE,FO28091,GO,M,23092002,15122003.0,31,J,6.0
48463,BERLINE,AR22069,GO,M,5072003,5072003.0,32,L,7.0
48464,BERLINE,AU19016,GO,A,1998,1998.0,32,N,5.0
48465,AUTRE,FI28563,GO,M,21112011,11042014.0,33,O,8.0
48466,BERLINE,AU19197,ES,M,1062005,2012006.0,33,N,9.0
48467,BERLINE,AN06016,ES,M,1985,1986.0,29,H,6.0
48468,BERLINE,BM69218,GO,M,1112012,1032015.0,35,O,10.0
48469,CABRIOLET,BM73512,ES,A,1062017,,33,P,7.0
48470,BERLINE,AU19892,ES,S,19052016,4102017.0,37,O,10.0
48471,CABRIOLET,MN01058,ES,A,26032009,23032010.0,31,L,7.0
48472,BERLINE,VW49650,GO,S,1012017,,32,M,6.0
48473,BERLINE,VW11778,GO,S,1122010,2102014.0,34,N,8.0
48474,BERLINE,OP13251,GO,A,2000,2000.0,33,O,9.0
48475,BERLINE,ME38119,ES,A,1997,1998.0,32,M,10.0
48476,BERLINE,SK06058,GO,M,1012003,1012003.0,31,J,5.0
48477,BERLINE,RE70109,ES,A,10072006,17122007.0,31,K,7.0
48478,BERLINE,RE07022,ES,M,1990,1992.0,27,E,5.0
48479,BERLINE,VW35061,ES,A,1012004,6022007.0,31,K,7.0
48480,BERLINE,FO26014,ES,M,2000,2042002.0,27,D,5.0
48481,BERLINE,VO32191,GO,M,10042009,4052010.0,35,Q,10.0
48482,BERLINE,FI08009,GO,M,1991,1996.0,29,H,7.0
48483,BERLINE,OP09139,ES,M,1987,1987.0,28,F,5.0
48484,BERLINE,SE12473,ES,S,1102016,,35,M,10.0
48485,BERLINE,SB04145,ES,M,1092001,1022002.0,36,N,12.0
48486,BERLINE,RE71468,GO,M,1122011,4072012.0,30,J,4.0
48487,BERLINE,VO38106,GO,M,24092010,2012013.0,31,K,5.0
48488,BERLINE,PE32560,GO,M,27022006,2052007.0,31,L,6.0
48489,BERLINE,FO21504,GO,M,1062006,31052007.0,33,M,8.0
48490,BERLINE,CI40172,GO,M,1999,2000.0,30,J,6.0
48491,BERLINE,DA10007,ES,M,1983,1986.0,29,F,5.0
48492,BERLINE,RE71316,GO,S,9032010,2112010.0,30,J,5.0
48493,BERLINE,ME39239,GO,A,1999,1999.0,33,Q,8.0
48494,BERLINE,VW22119,ES,M,1996,1997.0,29,H,7.0
48495,BERLINE,HO18014,ES,M,10082007,1102008.0,29,H,5.0
48496,MONOSPACE,RE97073,GO,S,6032018,2102018.0,31,M,5.0
48497,BERLINE,ME38317,GO,A,1999,1999.0,30,N,7.0
48498,BERLINE,FO21027,GO,M,1994,1994.0,31,K,5.0
48499,CABRIOLET,ME71012,ES,A,26012016,18062018.0,38,S,14.0
48500,BERLINE,AR03019,ES,M,1987,1989.0,34,K,9.0
48501,BERLINE,SE12505,ES,S,18012017,,39,O,19.0
48502,COUPE,PO01157,ES,S,1062013,28062016.0,48,HC,47.0
48503,BERLINE,SE12096,ES,M,18022009,11102011.0,30,H,6.0
48504,BERLINE,ME49343,GO,A,3012015,3072015.0,35,O,9.0
48505,BERLINE,ME64101,GO,M,15012015,22052018.0,34,P,7.0
48506,MONOSPACE,FI49085,GO,M,1062015,1092017.0,30,K,5.0
48507,BERLINE,ME38708,ES,M,1032007,3062009.0,38,P,15.0
48508,BERLINE,FO07232,ES,M,1986,1989.0,29,F,6.0
48509,CABRIOLET,BM17268,ES,A,1092004,1092004.0,33,P,9.0
48510,BERLINE,PE36002,ES,M,2062005,4102010.0,27,D,4.0
48511,COUPE,ME66623,ES,A,29062018,,35,O,9.0
48512,BERLINE,AU37168,ES,M,25042013,17092015.0,37,Q,13.0
48513,BERLINE,TO28045,ES,M,2012002,2012003.0,27,E,4.0
48514,BERLINE,AN06017,ES,M,1986,1987.0,34,J,9.0
48515,MONOSPACE,RE69232,GO,M,17122007,2102008.0,34,M,9.0
48516,BERLINE,AU39268,ES,S,1042016,29092016.0,30,L,5.0
48517,BERLINE,RE71069,GO,M,16092005,19122005.0,31,K,6.0
48518,BERLINE,FO13272,GO,M,1993,1993.0,29,I,5.0
48519,BERLINE,SE11030,GO,M,1092000,15112004.0,29,G,4.0
48520,BERLINE,BM70064,GO,A,1032012,1072015.0,34,P,7.0
48521,BERLINE,RE70038,ES,M,1042005,18072005.0,29,H,5.0
48522,MONOSPACE,SE10011,GO,M,1998,1998.0,32,M,6.0
48523,BERLINE,RE70070,GO,M,19122005,19122005.0,28,I,4.0
48524,CABRIOLET,ME66341,ES,M,27062016,29062018.0,36,R,10.0
48525,MONOSPACE,LA20004,ES,A,2042012,1012015.0,36,R,20.0
48526,BERLINE,PE10104,ES,M,1993,1993.0,28,F,5.0
48527,AUTRE,PE34063,GO,A,2092004,3102005.0,33,O,8.0
48528,BERLINE,FI26064,GO,M,1997,1998.0,29,F,6.0
48529,BERLINE,AR25037,GO,M,5072003,1072004.0,32,K,7.0
48530,BERLINE,AU33493,GO,M,6022012,23042015.0,37,Q,11.0
48531,BERLINE,SE12026,ES,M,15062003,1012004.0,36,M,
48532,FOURGONNETTE,FO15085,GO,M,1978,1986.0,30,I,9.0
48533,BERLINE,ME39397,GO,A,20092002,18012005.0,38,R,12.0
48534,BERLINE,AU28152,ES,M,24042008,6122012.0,34,N,9.0
48535,BERLINE,HO04006,ES,A,1990,1991.0,31,H,8.0
48536,BERLINE,VW35081,ES,M,1012004,1052006.0,33,M,9.0
48537,CABRIOLET,BM73213,GO,A,1072015,1062017.0,37,Q,12.0
48538,BERLINE,PO12030,ES,S,30062017,,40,V,22.0
48539,BERLINE,CI14002,ES,M,1970,1975.0,29,G,
48540,BERLINE,OP17123,ES,M,1996,1998.0,31,H,7.0
48541,BERLINE,TO27039,GO,M,3042002,17032003.0,32,K,7.0
48542,MONOSPACE,LA19073,GO,M,1102010,1122012.0,30,L,5.0
48543,COUPE,BM73481,GO,A,1062017,,34,N,8.0
48544,MONOSPACE,FO34047,ES,A,26032007,23082010.0,32,L,9.0
48545,MONOSPACE,OP24092,GN,M,1012007,3122007.0,30,M,5.0
48546,COUPE,VW43096,GO,M,5052015,29092016.0,34,O,8.0
48547,BERLINE,ME15020,ES,M,1988,1991.0,35,T,14.0
48548,MONOSPACE,OP24008,GO,M,2000,12082002.0,31,L,7.0
48549,BERLINE,ME49296,GO,M,4072013,3072015.0,30,L,5.0
48550,CABRIOLET,PE39261,GO,M,4042011,4052015.0,33,O,9.0
48551,AUTRE,OP36011,GO,M,1122012,12022015.0,31,M,7.0
48552,CABRIOLET,VW02047,GO,M,4122012,31052013.0,30,M,6.0
48553,BERLINE,SR01062,GO,M,15022008,12012010.0,33,O,8.0
48554,BERLINE,FO08614,ES,M,22032010,4072011.0,29,H,5.0
48555,BERLINE,VO33134,GO,M,25042005,10042009.0,32,O,8.0
48556,BERLINE,FO21737,ES,S,6092010,7022011.0,38,O,15.0
48557,BERLINE,VW11124,ES,M,1975,9999.0,29,A,9.0
48558,BREAK,OP09209,ES,A,1987,1988.0,29,G,7.0
48559,BERLINE,ME40045,ES,A,1999,2012003.0,40,HC,20.0
48560,BERLINE,SE02750,ES,S,1102010,4102013.0,31,I,6.0
48561,BERLINE,TO31036,ES,M,9012009,28112012.0,27,C,4.0
48562,BERLINE,VW22149,ES,M,1996,1997.0,32,K,9.0
48563,BERLINE,NA47013,EL,V,9112015,2042018.0,28,O,3.0
48564,MONOSPACE,DC04073,ES,M,1072015,,31,G,6.0
48565,BERLINE,TO32063,GO,S,1082007,2062008.0,30,I,5.0
48566,BERLINE,FO21388,ES,A,19052003,31052007.0,33,L,10.0
48567,BERLINE,VO27048,ES,A,1042017,19042018.0,39,U,18.0
48568,BERLINE,BM23077,ES,A,1092003,1092004.0,35,Q,11.0
48569,BERLINE,RE71169,GO,S,1102006,17122007.0,30,I,5.0
48570,BERLINE,VO15010,ES,M,1993,1995.0,31,J,9.0
48571,CABRIOLET,AU49283,ES,M,31072018,,34,O,8.0
48572,BERLINE,BM67422,ES,M,1032011,1032012.0,33,L,7.0
48573,BERLINE,VW22179,ES,M,1997,1997.0,30,J,9.0
48574,BERLINE,VW11569,GO,M,1042004,1122004.0,33,N,7.0
48575,BERLINE,RE31023,ES,M,1982,9999.0,31,F,11.0
48576,LUDOSPACE,VW01128,GO,M,4062010,28072010.0,31,K,6.0
48577,BERLINE,HO03212,ES,M,18112011,2012015.0,33,M,8.0
48578,BERLINE,AU19343,ES,M,24042008,7122009.0,34,O,10.0
48579,BERLINE,RO30041,GO,M,1032004,1032004.0,31,J,6.0
48580,BERLINE,CI48130,ES,M,11122015,3042017.0,27,F,4.0
48581,BERLINE,BM69129,GO,M,2072012,1032015.0,34,N,7.0
48582,BERLINE,PE18049,ES,M,1993,1994.0,29,F,6.0
48583,BERLINE,BM25012,ES,M,1990,1994.0,36,P,13.0
48584,BERLINE,HO18053,ES,M,1122017,,31,I,5.0
48585,CABRIOLET,ME41045,ES,A,7042014,,43,HC,50.0
48586,BERLINE,FI26214,ES,M,7062003,1072004.0,27,E,4.0
48587,BERLINE,PE39448,ES,M,1092015,2072018.0,39,O,16.0
48588,BERLINE,BM70AAU,ES,A,1062018,,36,Q,10.0
48589,MONOSPACE,VW34115,GO,M,1032006,1082006.0,31,M,6.0
48590,MONOSPACE,CI50041,ES,M,4072008,2012010.0,32,L,7.0
48591,BERLINE,VW04160,ES,M,1986,1992.0,30,I,7.0
48592,BERLINE,FI10096,ES,V,1993,1993.0,28,F,6.0
48593,MONOSPACE,RE69011,GO,M,1032004,1042005.0,31,L,6.0
48594,BERLINE,RE07334,ES,M,1999,1999.0,29,F,5.0
48595,MONOSPACE,VW34275,GO,S,1032012,25042013.0,33,N,8.0
48596,BERLINE,MZ15007,ES,M,1990,1990.0,28,E,5.0
48597,BERLINE,CI04186,ES,M,1996,1996.0,27,D,4.0
48598,BERLINE,FO28258,ES,M,17072006,1122007.0,31,I,6.0
48599,BERLINE,CI40256,ES,M,2092002,24052004.0,29,H,5.0
48600,BERLINE,RE42087,ES,M,1987,1989.0,27,D,5.0
48601,BERLINE,FO08055,ES,V,1990,1991.0,26,E,4.0
48602,BERLINE,FO13285,GO,M,1993,1993.0,29,J,5.0
48603,BERLINE,PE39179,ES,M,6042010,5072010.0,34,L,9.0
48604,BERLINE,NA09093,GO,M,2000,2001.0,30,K,6.0
48605,BERLINE,KA14012,ES,M,1022008,15122010.0,27,B,4.0
48606,BERLINE,VO38059,ES,M,3122007,2012013.0,33,M,9.0
48607,CABRIOLET,BM71338,ES,A,1032016,1032017.0,38,S,15.0
48608,BERLINE,VO32080,ES,A,6022003,2012004.0,38,R,19.0
48609,BERLINE,FO21532,ES,M,27062007,3032008.0,34,L,9.0
48610,BERLINE,BM21019,ES,M,1990,1991.0,34,P,14.0
48611,BERLINE,TO27153,ES,M,6052010,5072012.0,33,L,8.0
48612,BERLINE,RO16013,ES,M,1989,1990.0,36,O,14.0
48613,BERLINE,NA05339,ES,M,1122011,1032018.0,30,I,5.0
48614,CABRIOLET,FI51014,ES,M,1062018,,34,O,9.0
48615,BERLINE,SZ01042,ES,M,15032007,1092010.0,32,I,8.0
48616,BERLINE,ME63255,ES,A,24052013,17072014.0,40,S,22.0
48617,MONOSPACE,BM73241,GO,A,1112015,1032017.0,32,O,6.0
